show_id,title,type,release_year,duration_minutes,season_count,description,date_added,rating
s3617,Badla,Movie,2019,117.0,,"When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes.",2019-08-07,TV-14
s3618,Theo Von: No Offense,Movie,2016,67.0,,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more.",2019-08-07,TV-MA
s3619,Crazy Beautiful You,Movie,2015,114.0,,A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.,2019-08-06,TV-14
s3620,I'm Brent Morin,Movie,2015,67.0,,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",2019-08-06,TV-MA
s3621,Jim Jefferies : BARE,Movie,2014,77.0,,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control.",2019-08-06,TV-MA
s3622,Screwball,Movie,2018,105.0,,A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.,2019-08-06,TV-MA
s3623,Sebastian Maniscalco: Why Would You Do That,Movie,2016,63.0,,"Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods, family nicknames and dodging obnoxious neighbors.",2019-08-06,TV-MA
s3624,Enter the Anime,Movie,2019,59.0,,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers.",2019-08-05,TV-MA
s3625,No Good Nick,TV Show,2019,,2.0,"A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative.",2019-08-05,TV-PG
s3626,No One Will Ever Know,Movie,2017,102.0,,A mother and young son escape into their own imaginations to ignore the reality of their lives in rural Mexico.,2019-08-05,TV-MA
s3627,Misfit,Movie,2017,81.0,,"After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.",2019-08-03,TV-14
s3628,Basketball or Nothing,TV Show,2019,,1.0,Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.,2019-08-02,TV-PG
s3629,Léa & I,Movie,2019,84.0,,Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.,2019-08-02,TV-MA
s3630,Otherhood,Movie,2019,101.0,,"Feeling forgotten on Mother's Day, three best friends leave the suburbs and drive to New York City to surprise their adult sons.",2019-08-02,R
s3631,Uriyadi 2,Movie,2019,116.0,,"When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians.",2019-08-02,TV-14
s3632,Manu,Movie,2018,177.0,,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.",2019-08-01,TV-14
s3633,Sleepless Society: Nyctophobia,TV Show,2019,,1.0,"Following the death of her child, a grief-stricken woman struggles to find peace until a mysterious boy appears, claiming to be her reincarnated son.",2019-08-01,TV-MA
s3634,The Letdown,TV Show,2019,,2.0,"Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes.",2019-07-31,TV-MA
s3635,The Red Sea Diving Resort,Movie,2019,130.0,,Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.,2019-07-31,TV-MA
s3636,Whitney Cummings: Can I Touch It?,Movie,2019,59.0,,"In her fourth stand-up special, Whitney Cummings returns to her hometown of Washington, D.C., and riffs on modern feminism, technology and more.",2019-07-30,TV-MA
s3637,Twelve Forever,TV Show,2019,,1.0,Reggie's wild imagination unlocks a weird and wonderful world where she can be herself – and escape the pressures of growing up.,2019-07-29,TV-PG
s3638,Boi,Movie,2018,111.0,,A young chauffeur who's at a crossroads in his life escorts a pair of clients around Barcelona and becomes embroiled in their mysterious quest.,2019-07-26,TV-MA
s3639,Eerie,Movie,2019,100.0,,"When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past.",2019-07-26,TV-14
s3640,Girls With Balls,Movie,2019,77.0,,"Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives.",2019-07-26,TV-MA
s3641,My First First Love,TV Show,2019,,2.0,"Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between.",2019-07-26,TV-14
s3642,The Son,Movie,2019,93.0,,"In this psychological thriller, painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son.",2019-07-26,TV-MA
s3643,Another Life,TV Show,2019,,1.0,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",2019-07-25,TV-MA
s3644,The Great Hack,Movie,2019,114.0,,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.,2019-07-24,TV-MA
s3645,Beat Bugs,TV Show,2018,,3.0,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.",2019-07-21,TV-Y
s3646,D.L. Hughley: Contrarian,Movie,2018,58.0,,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia.",2019-07-21,TV-MA
s3647,Demetri Martin: The Overthinker,Movie,2018,56.0,,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.",2019-07-21,TV-MA
s3648,The Beast Stalker,Movie,2008,110.0,,"Feeling guilty after a high-speed chase leaves a girl dead, a determined sergeant pursues the crime boss who triggered the fatal car accident.",2019-07-21,TV-14
s3649,The Midas Touch,Movie,2013,98.0,,"A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head.",2019-07-21,TV-14
s3650,The Twins Effect II,Movie,2004,106.0,,An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.,2019-07-21,TV-14
s3651,Twins Mission,Movie,2007,102.0,,"To retrieve a healing bead stolen from its guardian monks, a pair of bickering twin sisters face off against an entire gang of rival twins.",2019-07-21,TV-MA
s3652,Sexy Central,TV Show,2019,,1.0,"In the bustling center of Hong Kong, five young women reckon with betrayal, unrequited love and other matters of the heart.",2019-07-20,TV-MA
s3653,"¡Ay, mi madre!",Movie,2019,81.0,,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance.",2019-07-19,TV-MA
s3654,Comedians in Cars Getting Coffee,TV Show,2019,,6.0,"Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy.",2019-07-19,TV-14
s3655,The Epic Tales of Captain Underpants,TV Show,2019,,3.0,Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.,2019-07-19,TV-Y7
s3656,Typewriter,TV Show,2019,,1.0,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways.",2019-07-19,TV-MA
s3657,Rookie Historian Goo Hae-Ryung,TV Show,2019,,1.0,Free spirit Goo Hae-ryung embarks on a new life as a scholar in the Joseon royal court after hearing about a government post for women historians.,2019-07-18,TV-14
s3658,Secret Obsession,Movie,2019,98.0,,"When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over.",2019-07-18,TV-14
s3659,Mauli,Movie,2018,136.0,,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.,2019-07-17,TV-14
s3660,Pinky Malinky,TV Show,2019,,3.0,"Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",2019-07-17,TV-Y7
s3661,Unrequited Love,TV Show,2019,,1.0,"A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.",2019-07-17,TV-14
s3662,Bogda,Movie,2018,161.0,,An aspiring dancer accompanies her terminally ill mother on one last road trip that alternately strains and strengthens their knotty relationship.,2019-07-16,TV-PG
s3663,"Frankenstein’s Monster’s Monster, Frankenstein",Movie,2019,32.0,,"When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets.",2019-07-16,TV-14
s3664,Angel Beats!,TV Show,2010,,1.0,"In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world.",2019-07-15,TV-PG
s3665,Anohana: The Flower We Saw That Day,TV Show,2011,,1.0,A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.,2019-07-15,TV-14
s3666,God Eater,TV Show,2015,,1.0,An enemy immune to conventional arms has caused the collapse of civilization and humanity's only hope lies in a new living weapon: the God Arc.,2019-07-15,TV-14
s3667,GRANBLUE FANTASY the Animation,TV Show,2017,,1.0,"In a world where islands float in the sky, Gran encounters a mysterious girl wanted by the Erste Empire for her ability to summon Primal Beasts.",2019-07-15,TV-PG
s3668,3Below: Tales of Arcadia,TV Show,2019,,2.0,"After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",2019-07-12,TV-Y7
s3669,4L,Movie,2019,105.0,,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.",2019-07-12,TV-MA
s3670,Bonus Family,TV Show,2019,,3.0,"A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy.",2019-07-12,TV-MA
s3671,Cities of Last Things,Movie,2018,106.0,,"In a dystopian tale unfolding in reverse chronology, a man with a complicated past takes revenge on the individuals who wronged him decades ago.",2019-07-12,TV-MA
s3672,Extreme Engagement,TV Show,2019,,1.0,An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?,2019-07-12,TV-MA
s3673,Kidnapping Stella,Movie,2019,90.0,,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",2019-07-12,TV-MA
s3674,One Spring Night,TV Show,2019,,1.0,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air – and anything is possible.",2019-07-12,TV-14
s3675,PILI Fantasy: War of Dragons,TV Show,2019,,1.0,"As turmoil looms in the Martial World, and the Eight Wonders of the Evil Dragon unleashes dark forces, who will emerge as the new warrior legend?",2019-07-12,TV-14
s3676,Point Blank,Movie,2019,87.0,,"To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.",2019-07-12,TV-MA
s3677,The Milk System,Movie,2017,91.0,,"Farmers, scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions.",2019-07-12,TV-14
s3678,True Tunes,TV Show,2019,,1.0,"True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs.",2019-07-12,TV-Y
s3679,Parchís: the Documentary,Movie,2019,106.0,,"The spotlight's on Parchís, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s.",2019-07-11,TV-14
s3680,Aziz Ansari: RIGHT NOW,Movie,2019,65.0,,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.",2019-07-09,TV-MA
s3681,Free Rein,TV Show,2019,,3.0,"A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",2019-07-06,TV-G
s3682,"River, el más grande siempre",Movie,2019,105.0,,"Experience the highlights of Argentine soccer team Club Atlético River Plate's long history, from its early development to its major victories.",2019-07-05,TV-G
s3683,The Legend of White Snake,TV Show,2019,,1.0,"In this new take on a classic tale, an ancient snake spirit transforms into a beautiful woman and falls in love with a doctor unaware of her true form.",2019-07-05,TV-14
s3684,Cristina,Movie,2016,40.0,,"In this short documentary, 37-year-old Cristina valiantly battles cancer while doing all she can to encourage others to live in the moment.",2019-07-04,TV-14
s3685,Kakegurui,TV Show,2019,,2.0,"Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top.",2019-07-04,TV-MA
s3686,Stranger Things,TV Show,2019,,3.0,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",2019-07-04,TV-14
s3687,The Last Czars,TV Show,2019,,1.0,"When social upheaval sweeps Russia in the early 20th century, Czar Nicholas II resists change, sparking a revolution and ending a dynasty.",2019-07-03,TV-MA
s3688,Yummy Mummies,TV Show,2019,,2.0,It's drama Down Under when expectant mothers with model good looks and lavish lifestyles pull out all the stops to prepare for their new arrivals.,2019-07-03,TV-MA
s3689,Bangkok Love Stories: Objects of Affection,TV Show,2019,,1.0,A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.,2019-07-02,TV-14
s3690,Bangkok Love Stories: Plead,TV Show,2019,,1.0,"In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster.",2019-07-02,TV-14
s3691,Designated Survivor: 60 Days,TV Show,2019,,1.0,"When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos.",2019-07-02,TV-14
s3692,DreamWorks Kung Fu Panda Awesome Secrets,TV Show,2008,,1.0,"In this pair of adventures, Po tells the story of how masters Thundering Rhino, Storming Ox and Croc met and takes on Shifu's biggest challenge yet.",2019-07-01,TV-PG
s3693,Hatchimals | Adventures in Hatchtopia,TV Show,2018,,2.0,"These fun-loving creatures hatch from their shells and spread friendship, laughter and life lessons in the land of Hatchtopia.",2019-07-01,TV-Y
s3694,Katherine Ryan: Glitter Room,Movie,2019,66.0,,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child.",2019-07-01,TV-MA
s3695,Molang,TV Show,2015,,1.0,"An imaginative, big-hearted bunny and his friend, a shy chick, explore the everyday joys of their pastel-colored world.",2019-07-01,TV-Y
s3696,Rabbids Invasion,TV Show,2018,,1.0,"Giant, rambunctious rabbits have invaded and are wreaking havoc on the world. But we'll have to get used to them, because they're not going anywhere!",2019-07-01,TV-Y7
s3697,Record of Grancrest War,TV Show,2018,,1.0,"Lone mage Siluca wanders the land of Atlatan, disgusted by its greedy nobility. When she meets knight errant Theo, she sees a chance to create peace.",2019-07-01,TV-MA
s3698,War Against Women,Movie,2013,61.0,,"Filmed over three years in 10 countries, this documentary gives voice to the women who have become victims of sexual violence as weapons of war.",2019-07-01,TV-MA
s3699,Inhuman Kiss,Movie,2019,122.0,,A teenage girl is caught between the affections of two childhood friends while battling the bloodthirsty demon inside of her that manifests at night.,2019-06-30,TV-MA
s3700,Romeo Akbar Walter,Movie,2019,141.0,,"In 1971, a fallen army major’s son is tapped by India's Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war.",2019-06-30,TV-14
s3701,Scare Tactics,TV Show,2011,,2.0,This ghoulish but hilarious hidden-camera show from Syfy finds mischievous friends and family members setting up unsuspecting victims for elaborate pranks that use high-quality makeup and special effects to unleash their worst fears upon them.,2019-06-30,TV-MA
s3702,Super Deluxe,Movie,2019,176.0,,"Sex, stigma and spirituality merge in these eccentric stories of an angsty teenager, an unfaithful wife and a transgender woman returning to her past.",2019-06-29,TV-MA
s3703,Dope,TV Show,2019,,3.0,"Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",2019-06-28,TV-MA
s3704,El testigo,Movie,2018,73.0,,Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.,2019-06-28,TV-14
s3705,Exhibit A,TV Show,2019,,1.0,This true crime series shows how innocent people have been convicted with dubious forensic techniques and tools such as touch DNA and cadaver dogs.,2019-06-28,TV-MA
s3706,Instant Hotel,TV Show,2019,,2.0,Teams of Australian homeowners compete for the title of best Instant Hotel by staying overnight in each other's rentals and rating their experience.,2019-06-28,TV-MA
s3707,La Leyenda del Diamante,Movie,2017,87.0,,"When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure.",2019-06-28,TV-MA
s3708,Motown Magic,TV Show,2019,,2.0,"Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush – and the classic sounds of Motown.",2019-06-28,TV-Y
s3709,Paquita Salas,TV Show,2018,,3.0,"One of Spain's best talent agents in the '90s, Paquita now finds herself searching desperately for new stars after suddenly losing her biggest client.",2019-06-28,TV-MA
s3710,ANIMA,Movie,2019,15.0,,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",2019-06-27,TV-PG
s3711,Answer for Heaven,TV Show,2019,,1.0,An angel falls to earth to investigate why humans are doing fewer good deeds – and falls in with a hard-charging crime reporter and his news team.,2019-06-27,TV-MA
s3712,Daniel Sosa: Maleducado,Movie,2019,55.0,,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco.""",2019-06-27,TV-MA
s3713,Hikaru Utada Laughter in the Dark Tour 2018,Movie,2018,141.0,,"Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour.",2019-06-26,TV-PG
s3714,Kahaani,Movie,2012,122.0,,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.",2019-06-26,TV-14
s3715,Unbroken,Movie,2019,109.0,,"After the brutal murders of their loved ones, three individuals share how they healed through forgiveness in this documentary presented by Aamir Khan.",2019-06-26,TV-14
s3716,Mike Epps: Only One Mike,Movie,2019,63.0,,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more.",2019-06-25,TV-MA
s3717,Forest of Piano,TV Show,2019,,2.0,Kai grows up playing an old piano discarded in the woods; Shuhei's father is a famous pianist. Their chance meeting transforms their lives and music.,2019-06-24,TV-14
s3718,Triple Threat,Movie,2019,96.0,,A crew of ruthless criminals hired to kill an influential heiress meet their match in a trio of surprisingly adept fighters who come to her aid.,2019-06-22,R
s3719,Blood Will Tell,Movie,2019,113.0,,Family patriarch Elías begins to unravel after the death of his wife – which casts a suspicious light on her tragic accident.,2019-06-21,TV-MA
s3720,Bolívar,TV Show,2019,,1.0,"This dramatization depicts the life – and loves – of Venezuelan Gen. Simón Bolívar, who helped liberate several Latin American countries from Spain.",2019-06-21,TV-MA
s3721,EVANGELION: DEATH (TRUE)²,Movie,1998,69.0,,"Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all.",2019-06-21,TV-MA
s3722,Girls Incarcerated,TV Show,2019,,2.0,"Fights, friendships, dating, rules. Teenage life is full of drama. But behind bars, the stakes are so much higher.",2019-06-21,TV-MA
s3723,Go! Live Your Way,TV Show,2019,,2.0,"Charismatic Mía gets a scholarship to an elite performing arts school, where she makes close friends but clashes with the owner's popular daughter.",2019-06-21,TV-PG
s3724,Magi: The Labyrinth of Magic,TV Show,2013,,2.0,A land of mysterious ruins and a magical treasure hunt await young Aladdin and his courageous friend Alibaba for the adventure of their lives.,2019-06-21,TV-MA
s3725,Neon Genesis Evangelion,TV Show,1995,,1.0,"Fifteen years after the Second Impact, Shinji Ikari joins his father's group NERV as one of several teenage mecha pilots fighting the monstrous Angels.",2019-06-21,TV-MA
s3726,Shooter,TV Show,2018,,3.0,"A highly decorated ex-Marine sniper returns to action to foil an assassination plot targeting the president, but soon finds himself framed for murder.",2019-06-21,TV-14
s3727,The Casketeers,TV Show,2019,,2.0,Māori funeral directors Francis and Kaiora Tipene and staff temper good humor with care and respect as they help Polynesian families cope with loss.,2019-06-21,TV-14
s3728,The Confession Tapes,TV Show,2019,,2.0,"This true crime documentary series investigates cases where people convicted of murder claim their confessions were coerced, involuntary or false.",2019-06-21,TV-MA
s3729,The End of Evangelion,Movie,1997,87.0,,"Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control.",2019-06-21,TV-MA
s3730,Rakkhosh,Movie,2019,116.0,,An asylum patient’s troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.,2019-06-20,TV-MA
s3731,The Wolf's Call,Movie,2019,116.0,,"With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem – or sound – using only his ears.",2019-06-20,TV-14
s3732,Beats,Movie,2019,110.0,,"On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor.",2019-06-19,TV-MA
s3733,The Edge of Democracy,Movie,2019,122.0,,Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.,2019-06-19,TV-14
s3734,Adam Devine: Best Time of Our Lives,Movie,2019,59.0,,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",2019-06-18,TV-MA
s3735,Cop Car,Movie,2015,88.0,,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.,2019-06-16,R
s3736,Right Here Right Now,Movie,2018,91.0,,"The owner of a failing music club throws one last blowout, bringing together friends, foes and hard-partying weirdos for an unhinged New Year's Eve.",2019-06-16,TV-MA
s3737,Fate/Zero,TV Show,2012,,2.0,"After three unsettled battles for the mystical Holy Grail, an artifact that grants a miracle to those who hold it, a fourth war begins.",2019-06-15,TV-MA
s3738,Kill la Kill,TV Show,2014,,1.0,"The ""woman with the scissor blade"" – Ryuko Matoi – searches for clues all around the world for the truth behind her father's death.",2019-06-15,TV-MA
s3739,Life Overtakes Me,Movie,2019,40.0,,"In the grip of trauma, hundreds of refugee children in Sweden withdraw from life's uncertainties into a coma-like illness called Resignation Syndrome.",2019-06-15,TV-PG
s3740,Luckee,Movie,2019,113.0,,"When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones.",2019-06-15,TV-14
s3741,Pihu,Movie,2018,90.0,,"A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger.",2019-06-15,TV-14
s3742,Puella Magi Madoka Magica,TV Show,2011,,1.0,"One day, Madoka Kaname has a very magical encounter, one that can change her destiny. This is the beginning of the new story of magical witch girls.",2019-06-15,TV-14
s3743,Somewhere Only We Know,TV Show,2019,,1.0,A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.,2019-06-15,TV-MA
s3744,The Alcàsser Murders,TV Show,2019,,1.0,New interviews and an up-to-date analysis of evidence shed light on the 1992 murders of three girls in Spain and their profound impact on the nation.,2019-06-15,TV-MA
s3745,Unit 42,TV Show,2017,,1.0,A widowed cop tapped to lead a special cybercrimes unit teams up with a former hacker to hunt down tech-savvy criminals who are terrorizing Belgium.,2019-06-15,TV-MA
s3746,Awake: The Million Dollar Game,TV Show,2019,,1.0,"Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.",2019-06-14,TV-PG
s3747,Black Spot,TV Show,2019,,2.0,A police chief and an eccentric new prosecutor investigate a string of grisly crimes and eerie phenomena in an isolated town at the edge of a forest.,2019-06-14,TV-MA
s3748,DJ Cinderella,Movie,2019,95.0,,"Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix.",2019-06-14,TV-PG
s3749,El desconocido,TV Show,2019,,2.0,"Based on real events, the fictional story of Mexican drug lord El Chato's number one hitman, El Cholo.",2019-06-14,TV-MA
s3750,Girlfriends' Guide to Divorce,TV Show,2019,,5.0,"After the world learns the truth about her failing marriage, a successful self-help author tries to salvage her career and find her way as a divorcée.",2019-06-14,TV-MA
s3751,Leila,TV Show,2019,,1.0,"In a near-future world where an oppressive regime segregates society, one woman skirts the system to search for the daughter taken from her years ago.",2019-06-14,TV-MA
s3752,Marlon,TV Show,2018,,2.0,"After the friendliest divorce ever, a carefree but devoted father navigates post-split parenting life with his levelheaded ex-wife and two kids.",2019-06-14,TV-14
s3753,Marvel's Jessica Jones,TV Show,2019,,3.0,"Haunted by a traumatic past, Jessica Jones uses her gifts as a private eye to find her tormentor before he can harm anyone else in Hell's Kitchen.",2019-06-14,TV-MA
s3754,Murder Mystery,Movie,2019,98.0,,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",2019-06-14,PG-13
s3755,Yankee,TV Show,2019,,1.0,"On the run from the police, an Arizona man crosses into Mexico and gets deeply involved in drug trafficking – with the help of modern technology.",2019-06-14,TV-MA
s3756,Jinn,TV Show,2019,,1.0,"On a field trip to Petra, two jinns – one good, the other evil – enter the human realm, turning high school into a supernatural battleground.",2019-06-13,TV-MA
s3757,Oprah Presents When They See Us Now,Movie,2019,61.0,,"Oprah Winfrey talks with the exonerated men once known as the Central Park Five, plus the cast and producers who tell their story in ""When They See Us.""",2019-06-13,TV-PG
s3758,The 3rd Eye 2,Movie,2019,117.0,,"Working in an orphanage, Alia meets teen Nadia, who says she hears a strange voice in the walls. When they try to find the source, things go very wrong.",2019-06-13,TV-MA
s3759,Jo Koy: Comin' In Hot,Movie,2019,60.0,,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more.",2019-06-12,TV-MA
s3760,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Movie,2019,142.0,,"In an alchemic mix of fact and fantasy, Martin Scorsese looks back at Bob Dylan's 1975 Rolling Thunder Revue tour and a country ripe for reinvention.",2019-06-12,TV-MA
s3761,Upin & Ipin,TV Show,2011,,1.0,Two mischievous yet lovable five-year-old twins and their friends enjoy daily life and new discoveries with the residents of their Malaysian village.,2019-06-10,TV-Y
s3762,Belmonte,Movie,2018,74.0,,An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.,2019-06-07,TV-MA
s3763,Designated Survivor,TV Show,2019,,3.0,America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.,2019-06-07,TV-MA
s3764,Elisa & Marcela,Movie,2019,119.0,,"In 1901 Spain, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas. Based on true events.",2019-06-07,TV-MA
s3765,I Am Mother,Movie,2019,114.0,,"Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human.",2019-06-07,TV-PG
s3766,Luka Chuppi,Movie,2019,125.0,,"Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.",2019-06-07,TV-PG
s3767,Pachamama,Movie,2019,71.0,,"When a sacred statue is taken from his Andean village, a spirited boy who dreams of becoming a shaman goes on a brave mission to get it back.",2019-06-07,PG
s3768,Rock My Heart,Movie,2019,110.0,,"After an adventurous teen with a heart defect bonds with an unruly stallion, she trains to compete as an amateur jockey in a life-threatening race.",2019-06-07,TV-PG
s3769,Stree,Movie,2018,127.0,,"Once a year, men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost – until he falls for her.",2019-06-07,TV-MA
s3770,Super Monsters Monster Pets,TV Show,2019,,1.0,The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!,2019-06-07,TV-Y
s3771,Tales of the City,TV Show,2019,,1.0,"Returning to San Francisco after a long absence, Mary Ann Singleton reunites with the community of characters at 28 Barbary Lane.",2019-06-07,TV-MA
s3772,The Black Godfather,Movie,2019,118.0,,"This documentary follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.",2019-06-07,TV-MA
